7
8
5
7
6
7
7
6
4
9
9,15
9,15,22
9,15,22,24
9,15,22,24,32
9,15,22,24,32,35
9,15,22,24,32,35,41
9,15,22,24,32,35,41,45
9,15,22,24,32,35,41,45,57
6
7
7,10
7,10,18
7,10,18,19
8
8,15
8,15,19
6
6,14
6,14,22
6,14,22,27
6,14,22,27,31
6,14,22,27,31,36
6,14,22,27,31,36,45
6,14,22,27,31,36,45,50
6,14,22,27,31,36,45,50,54
7
7,11
7,11,17
7,11,17,23
7,11,17,23,28
7,11,17,23,28,36
7,11,17,23,28,36,41
7,11,17,23,28,36,41,45
7,11,17,23,28,36,41,45,50
9
9,9
9,9,18
9,9,18,24
9,9,18,24,29
9,9,18,24,29,33
9,9,18,24,29,33,44
9,9,18,24,29,33,44,48
9,9,18,24,29,33,44,48,57
7
7,12
7,12,18
7,12,18,24
7,12,18,24,29
7,12,18,24,29,30
7,12,18,24,29,30,37
7,12,18,24,29,30,37,38
7,12,18,24,29,30,37,38,50
8
9
6
5
7
7,11
7,11,18
7,11,18,23
7,11,18,23,26
7,11,18,23,26,32
7,11,18,23,26,32,39
7,11,18,23,26,32,39,49
7,11,18,23,26,32,39,49,54
8
8
8,12
8,12,16
8,12,16,24
8,12,16,24,28
8,12,16,24,28,33
8,12,16,24,28,33,41
8,12,16,24,28,33,41,47
8,12,16,24,28,33,41,47,49
8
8,14
8,14,19
7
7,13
7,13,15
7,13,15,18
7,13,15,18,21
7,13,15,18,21,14
7,13,15,18,21,14,19
7,13,15,18,21,14,19,18
7,13,15,18,21,14,19,18,18
